categoryId,name,moreHoursTypes,serviceTypes
gcid:uyghur_cuisine_restaurant,Uyghur cuisine restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:uzbek_restaurant,Uzbeki restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:vacation_appartment,Holiday apartment,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",Cleaning
gcid:vacation_home_rental_agency,Vacation home rental agency,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Beach vacation property rentals, Cabin vacation rentals, Condo vacation property rentals, Lake vacation home rentals, Luxury vacation home rentals, Tiny vacation home rentals, Vacation property pool service, Vacation rental cleaning, Vacation rental property management"
gcid:vacuum_cleaner_repair_shop,Vacuum cleaner repair shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vacuum_cleaner_store,Vacuum cleaner store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vacuum_cleaning_system_supplier,Vacuum cleaning system supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:valencian_restaurant,Valencian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:valet_parking_service,Valet parking service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:van_rental_agency,Van rental agency,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vaporizer_store,Vaporizer store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:variety_store,Variety store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vascular_surgeon,Vascular surgeon,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:vastu_consultant,Vastu consultant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Consultation, Project management"
gcid:vauxhall_dealer,Vauxhall dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vcr_repair_service,VCR repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vegan_restaurant,Vegan restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:vegetable_wholesale_market,Vegetable wholesale market,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vegetable_wholesaler,Vegetable wholesaler,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vegetarian_cafe_and_deli,Vegetarian cafe and deli,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vegetarian_restaurant,Vegetarian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:vehicle_exporter,Vehicle exporter,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vehicle_inspection,Vehicle inspection service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vehicle_shipping_agent,Vehicle shipping agent,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vehicle_wrapping_service,Vehicle wrapping service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:velodrome,Velodrome,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vending_machine_supplier,Vending machine supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:venereologist,Venereologist,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:venetian_restaurant,Venetian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:venezuelan_restaurant,Venezuelan restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:ventilating_equipment_manufacturer,Ventilating equipment manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:venture_capital_company,Venture capital company,"Breakfast, Dinner, Drive-through, Lunch, Online operating hours, Hours for the elderly",
gcid:veterans_affairs_department,Veterans affairs department,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:veterans_center,Veterans center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:veterans_hospital,Veterans hospital,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:veterans_organization,Veterans organization,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:veterinarian,Veterinarian,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Birds, Exotic animals, Large animals"
gcid:veterinary_pharmacy,Veterinary pharmacy,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:video_arcade,Video arcade,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_camera_repair_service,Video camera repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_conferencing_equipment_supplier,Video conferencing equipment supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_conferencing_service,Video conferencing service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_duplication_service,Video duplication service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_editing_service,Video editing service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_equipment_repair_service,Video equipment repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_game_rental_kiosk,Video game rental kiosk,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_game_rental_store,Video game rental store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_game_store,Video game store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_karaoke,Video karaoke,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:video_production_service,Video production service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Aerial videography, Documentary production, Elopement videography, Event video production, Family video productions, Film production services, Full-service video production, Green screen video services, Live streaming, Music video production, Post-production services, Pre-production services, Product demonstrations, Promotional video production, Real estate videography, Short film video production, Special event productions, Teleprompter rentals, Video editing, Video marketing, Voice overs, Wedding videography"
gcid:video_store,Video store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vietnamese_restaurant,Vietnamese restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:villa,Villa,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:village_hall,Village hall,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vineyard,Vineyard,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vineyard_church,Vineyard church,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer, Worship service",
gcid:vintage_clothing_store,Vintage clothing store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vinyl_sign_shop,Vinyl sign shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:violin_shop,Violin shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:virtual_office_rental,Virtual office rental,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:visa_and_passport_office,Visa and passport office,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:visa_consultant,Visa consulting service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:visitor_center,Visitor center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vitamin_and_supplements_store,Vitamin & supplements store,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:vocal_instructor,Vocal instructor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vocational_gymnasium_school,Vocational gymnasium school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vocational_secondary_school,Vocational secondary school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:vocational_training_school,Vocational school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:volkswagen_dealer,Volkswagen dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:volleyball_club,Volleyball club,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:volleyball_court,Volleyball court,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:volleyball_instructor,Volleyball instructor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:volunteer_organization,Volunteer organization,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:volvo_dealer,Volvo dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:voter_registration_office,Voter registration office,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:waldorf_kindergarten,Waldorf kindergarten,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
